n,accuracy,macro_precision,macro_recall,macro_f1,fake_f1,real_f1,roc_auc,model
599,0.9799666110183639,0.9801438608230177,0.9799832775919732,0.9799652150645528,0.9797979797979798,0.9801324503311258,0.9925529542920848,csebuetnlp/banglabert
