n,accuracy,macro_precision,macro_recall,macro_f1,fake_f1,real_f1,roc_auc,fold,heldout_fake_domain,heldout_real_domain,model,train_n,test_n
2029,0.3104977821586989,0.6263016080898298,0.513899751197348,0.2579366894791727,0.06044325050369376,0.45543012845465164,0.823133921040009,1,Facebook Page,Prothomalo,csebuetnlp/banglabert_small,1668,2029
890,0.41685393258426967,0.7054483541430193,0.5085227272727273,0.30799066953711735,0.0335195530726257,0.582461786001609,0.9096088648920141,2,Earki.com,Samakal News,csebuetnlp/banglabert_small,2636,890
