n,accuracy,macro_precision,macro_recall,macro_f1,fake_f1,real_f1,roc_auc,model,train_year_max,validation_year,test_year
1145,0.8820960698689956,0.8579046325466745,0.9152003910068427,0.8714152022460226,0.9084745762711864,0.8343558282208589,0.9927123911235611,TFIDF_word+char_LinearSVM,2023,2024,2025
1145,0.9676855895196507,0.9537991820815533,0.9719237390758816,0.9621464267173943,0.9766266582438408,0.9476661951909476,0.9949045097095169,csebuetnlp/banglabert,2023,2024,2025
