n,accuracy,macro_precision,macro_recall,macro_f1,fake_f1,real_f1,roc_auc,model,heldout_topic,train_n,test_n
788,0.9657360406091371,0.955240407607696,0.9661433220829315,0.960411072842063,0.9749303621169917,0.9458917835671342,0.9975590646094503,SVM_topic_Politics,Politics,2723,788
636,0.9465408805031447,0.938595068137573,0.9536644712002349,0.9443569553805775,0.9553805774278216,0.9333333333333333,0.9857154843310819,SVM_topic_Miscellaneous,Miscellaneous,2852,636
